name,crate,tag
trim,nu-cli,0.11.0
type,nu-parser,0.11.0
type annotation,nu-parser,0.11.0
uniq,nu-cli,0.11.0
unit,nu-parser,0.11.0
unit expression,nu-parser,0.11.0
variable,nu-parser,0.11.0
variable path,nu-parser,0.11.0
version,nu-cli,0.11.0
where,nu-cli,0.11.0
which,nu-cli,0.11.0
whitespace,nu-parser,0.11.0
whitespace?,nu-parser,0.11.0
word,nu-parser,0.11.0
wrap,nu-cli,0.11.0
<whitespace? eof>,nu-parser,0.12.0
BackoffColoringMode,nu-parser,0.12.0
SimplestExpression,nu-parser,0.12.0
StringShape,nu-parser,0.12.0
any block,nu-parser,0.12.0
any expression,nu-parser,0.12.0
any expression start,nu-parser,0.12.0
any string line separated by,nu-parser,0.12.0
append,nu-cli,0.12.0
autoview,nu-cli,0.12.0
bare expression,nu-parser,0.12.0
bare path,nu-parser,0.12.0
bare pattern,nu-parser,0.12.0
block,nu-parser,0.12.0
calc,nu-cli,0.12.0
cd,nu-cli,0.12.0
classified command,nu-parser,0.12.0
clear,nu-cli,0.12.0
clip,nu-cli,0.12.0
column,nu-parser,0.12.0
column path,nu-parser,0.12.0
command head,nu-parser,0.12.0
comment,nu-parser,0.12.0
compact,nu-cli,0.12.0
config,nu-cli,0.12.0
count,nu-cli,0.12.0
cp,nu-cli,0.12.0
date,nu-cli,0.12.0
debug,nu-cli,0.12.0
decimal,nu-parser,0.12.0
decimal,nu-parser,0.12.0
default,nu-cli,0.12.0
delimited square,nu-parser,0.12.0
describe,nu-cli,0.12.0
dot,nu-parser,0.12.0
dotdot,nu-parser,0.12.0
dotdot,nu-parser,0.12.0
echo,nu-cli,0.12.0
edit,nu-cli,0.12.0
enter,nu-cli,0.12.0
eof,nu-parser,0.12.0
evaluate-by,nu-cli,0.12.0
exit,nu-cli,0.12.0
expression continuation,nu-parser,0.12.0
expression list,nu-parser,0.12.0
external boundary,nu-parser,0.12.0
external expression,nu-parser,0.12.0
external start token,nu-parser,0.12.0
external tokens,nu-parser,0.12.0
external word,nu-parser,0.12.0
fallible,nu-parser,0.12.0
file path,nu-parser,0.12.0
filesystem,nu-cli,0.12.0
first,nu-cli,0.12.0
format,nu-cli,0.12.0
from-bson,nu-cli,0.12.0
from-csv,nu-cli,0.12.0
from-db,nu-cli,0.12.0
from-ics,nu-cli,0.12.0
from-ini,nu-cli,0.12.0
from-json,nu-cli,0.12.0
from-ods,nu-cli,0.12.0
from-sqlite,nu-cli,0.12.0
from-toml,nu-cli,0.12.0
from-tsv,nu-cli,0.12.0
from-url,nu-cli,0.12.0
from-vcf,nu-cli,0.12.0
from-xlsx,nu-cli,0.12.0
from-xml,nu-cli,0.12.0
from-yaml,nu-cli,0.12.0
from-yml,nu-cli,0.12.0
get,nu-cli,0.12.0
glob pattern,nu-parser,0.12.0
group-by,nu-cli,0.12.0
headers,nu-cli,0.12.0
help,nu-cli,0.12.0
histogram,nu-cli,0.12.0
history,nu-cli,0.12.0
identifier,nu-parser,0.12.0
infix inner,nu-parser,0.12.0
infix operator,nu-parser,0.12.0
insert,nu-cli,0.12.0
integer,nu-parser,0.12.0
integer,nu-parser,0.12.0
integer member,nu-parser,0.12.0
keyword,nu-parser,0.12.0
kill,nu-cli,0.12.0
last,nu-cli,0.12.0
lines,nu-cli,0.12.0
ls,nu-cli,0.12.0
map-max-by,nu-cli,0.12.0
mkdir,nu-cli,0.12.0
mv,nu-cli,0.12.0
n,nu-cli,0.12.0
nth,nu-cli,0.12.0
number,nu-parser,0.12.0
open,nu-cli,0.12.0
p,nu-cli,0.12.0
pair,nu-parser,0.12.0
parse,nu-cli,0.12.0
path continuation,nu-parser,0.12.0
pattern,nu-parser,0.12.0
pick,nu-cli,0.12.0
pipeline,nu-parser,0.12.0
pivot,nu-cli,0.12.0
positional param,nu-parser,0.12.0
prepend,nu-cli,0.12.0
pwd,nu-cli,0.12.0
range,nu-parser,0.12.0
range,nu-cli,0.12.0
reduce-by,nu-cli,0.12.0
reject,nu-cli,0.12.0
rename,nu-cli,0.12.0
reverse,nu-cli,0.12.0
rm,nu-cli,0.12.0
save,nu-cli,0.12.0
separated,nu-parser,0.12.0
separator,nu-parser,0.12.0
shells,nu-cli,0.12.0
shorthand block,nu-parser,0.12.0
shorthand head,nu-parser,0.12.0
shorthand path,nu-parser,0.12.0
shuffle,nu-cli,0.12.0
signature,nu-parser,0.12.0
size,nu-cli,0.12.0
skip,nu-cli,0.12.0
skip-while,nu-cli,0.12.0
sort-by,nu-cli,0.12.0
split-by,nu-cli,0.12.0
split-column,nu-cli,0.12.0
split-row,nu-cli,0.12.0
string,nu-parser,0.12.0
string,nu-parser,0.12.0
sum,nu-cli,0.12.0
t-sort-by,nu-cli,0.12.0
table,nu-cli,0.12.0
tags,nu-cli,0.12.0
to-bson,nu-cli,0.12.0
to-csv,nu-cli,0.12.0
to-db,nu-cli,0.12.0
to-html,nu-cli,0.12.0
to-json,nu-cli,0.12.0
to-md,nu-cli,0.12.0
to-sqlite,nu-cli,0.12.0
to-toml,nu-cli,0.12.0
to-tsv,nu-cli,0.12.0
to-url,nu-cli,0.12.0
to-yaml,nu-cli,0.12.0
touch,nu-cli,0.12.0
trim,nu-cli,0.12.0
type,nu-parser,0.12.0
type annotation,nu-parser,0.12.0
uniq,nu-cli,0.12.0
unit,nu-parser,0.12.0
unit expression,nu-parser,0.12.0
variable,nu-parser,0.12.0
variable path,nu-parser,0.12.0
version,nu-cli,0.12.0
where,nu-cli,0.12.0
which,nu-cli,0.12.0
whitespace,nu-parser,0.12.0
whitespace?,nu-parser,0.12.0
word,nu-parser,0.12.0
wrap,nu-cli,0.12.0
alias,nu-cli,0.13.0
append,nu-cli,0.13.0
autoview,nu-cli,0.13.0
calc,nu-cli,0.13.0
cd,nu-cli,0.13.0
clear,nu-cli,0.13.0
clip,nu-cli,0.13.0
compact,nu-cli,0.13.0
config,nu-cli,0.13.0
count,nu-cli,0.13.0
cp,nu-cli,0.13.0
date,nu-cli,0.13.0
debug,nu-cli,0.13.0
default,nu-cli,0.13.0
describe,nu-cli,0.13.0
each,nu-cli,0.13.0
echo,nu-cli,0.13.0
edit,nu-cli,0.13.0
enter,nu-cli,0.13.0
evaluate-by,nu-cli,0.13.0
exit,nu-cli,0.13.0
filesystem,nu-cli,0.13.0
first,nu-cli,0.13.0
format,nu-cli,0.13.0
from-bson,nu-cli,0.13.0
from-csv,nu-cli,0.13.0
from-db,nu-cli,0.13.0
from-ics,nu-cli,0.13.0
from-ini,nu-cli,0.13.0
from-json,nu-cli,0.13.0
from-ods,nu-cli,0.13.0
from-sqlite,nu-cli,0.13.0
from-toml,nu-cli,0.13.0
from-tsv,nu-cli,0.13.0
from-url,nu-cli,0.13.0
from-vcf,nu-cli,0.13.0
from-xlsx,nu-cli,0.13.0
from-xml,nu-cli,0.13.0
from-yaml,nu-cli,0.13.0
from-yml,nu-cli,0.13.0
get,nu-cli,0.13.0
group-by,nu-cli,0.13.0
headers,nu-cli,0.13.0
help,nu-cli,0.13.0
histogram,nu-cli,0.13.0
history,nu-cli,0.13.0
insert,nu-cli,0.13.0
kill,nu-cli,0.13.0
last,nu-cli,0.13.0
lines,nu-cli,0.13.0
ls,nu-cli,0.13.0
map-max-by,nu-cli,0.13.0
mkdir,nu-cli,0.13.0
mv,nu-cli,0.13.0
n,nu-cli,0.13.0
nth,nu-cli,0.13.0
open,nu-cli,0.13.0
p,nu-cli,0.13.0
parse,nu-cli,0.13.0
pick,nu-cli,0.13.0
pivot,nu-cli,0.13.0
prepend,nu-cli,0.13.0
pwd,nu-cli,0.13.0
range,nu-cli,0.13.0
reduce-by,nu-cli,0.13.0
reject,nu-cli,0.13.0
rename,nu-cli,0.13.0
reverse,nu-cli,0.13.0
rm,nu-cli,0.13.0
run_external,nu-cli,0.13.0
save,nu-cli,0.13.0
shells,nu-cli,0.13.0
shuffle,nu-cli,0.13.0
size,nu-cli,0.13.0
skip,nu-cli,0.13.0
skip-while,nu-cli,0.13.0
sort-by,nu-cli,0.13.0
split-by,nu-cli,0.13.0
split-column,nu-cli,0.13.0
split-row,nu-cli,0.13.0
sum,nu-cli,0.13.0
t-sort-by,nu-cli,0.13.0
table,nu-cli,0.13.0
tags,nu-cli,0.13.0
to-bson,nu-cli,0.13.0
to-csv,nu-cli,0.13.0
to-db,nu-cli,0.13.0
to-html,nu-cli,0.13.0
to-json,nu-cli,0.13.0
to-md,nu-cli,0.13.0
to-sqlite,nu-cli,0.13.0
to-toml,nu-cli,0.13.0
to-tsv,nu-cli,0.13.0
to-url,nu-cli,0.13.0
to-yaml,nu-cli,0.13.0
touch,nu-cli,0.13.0
trim,nu-cli,0.13.0
uniq,nu-cli,0.13.0
version,nu-cli,0.13.0
where,nu-cli,0.13.0
which,nu-cli,0.13.0
wrap,nu-cli,0.13.0
alias,nu-cli,0.14.0
append,nu-cli,0.14.0
autoview,nu-cli,0.14.0
cal,nu-cli,0.14.0
calc,nu-cli,0.14.0
cd,nu-cli,0.14.0
clear,nu-cli,0.14.0
clip,nu-cli,0.14.0
compact,nu-cli,0.14.0
config,nu-cli,0.14.0
count,nu-cli,0.14.0
cp,nu-cli,0.14.0
date,nu-cli,0.14.0
debug,nu-cli,0.14.0
default,nu-cli,0.14.0
describe,nu-cli,0.14.0
drop,nu-cli,0.14.0
each,nu-cli,0.14.0
echo,nu-cli,0.14.0
empty?,nu-cli,0.14.0
enter,nu-cli,0.14.0
evaluate-by,nu-cli,0.14.0
exit,nu-cli,0.14.0
filesystem,nu-cli,0.14.0
first,nu-cli,0.14.0
format,nu-cli,0.14.0
from,nu-cli,0.14.0
from bson,nu-cli,0.14.0
from csv,nu-cli,0.14.0
from db,nu-cli,0.14.0
from eml,nu-cli,0.14.0
from ics,nu-cli,0.14.0
from ini,nu-cli,0.14.0
from json,nu-cli,0.14.0
from ods,nu-cli,0.14.0
from sqlite,nu-cli,0.14.0
from toml,nu-cli,0.14.0
from tsv,nu-cli,0.14.0
from url,nu-cli,0.14.0
from vcf,nu-cli,0.14.0
from xlsx,nu-cli,0.14.0
from xml,nu-cli,0.14.0
from yaml,nu-cli,0.14.0
from yml,nu-cli,0.14.0
get,nu-cli,0.14.0
group-by,nu-cli,0.14.0
headers,nu-cli,0.14.0
help,nu-cli,0.14.0
histogram,nu-cli,0.14.0
history,nu-cli,0.14.0
insert,nu-cli,0.14.0
keep,nu-cli,0.14.0
keep-until,nu-cli,0.14.0
keep-while,nu-cli,0.14.0
kill,nu-cli,0.14.0
last,nu-cli,0.14.0
lines,nu-cli,0.14.0
ls,nu-cli,0.14.0
map-max-by,nu-cli,0.14.0
merge,nu-cli,0.14.0
mkdir,nu-cli,0.14.0
mv,nu-cli,0.14.0
n,nu-cli,0.14.0
nth,nu-cli,0.14.0
open,nu-cli,0.14.0
p,nu-cli,0.14.0
parse,nu-cli,0.14.0
pivot,nu-cli,0.14.0
prepend,nu-cli,0.14.0
pwd,nu-cli,0.14.0
range,nu-cli,0.14.0
reduce-by,nu-cli,0.14.0
reject,nu-cli,0.14.0
rename,nu-cli,0.14.0
reverse,nu-cli,0.14.0
rm,nu-cli,0.14.0
run_external,nu-cli,0.14.0
save,nu-cli,0.14.0
select,nu-cli,0.14.0
shells,nu-cli,0.14.0
shuffle,nu-cli,0.14.0
size,nu-cli,0.14.0
skip,nu-cli,0.14.0
skip-until,nu-cli,0.14.0
skip-while,nu-cli,0.14.0
sort-by,nu-cli,0.14.0
split-by,nu-cli,0.14.0
split-column,nu-cli,0.14.0
split-row,nu-cli,0.14.0
sum,nu-cli,0.14.0
t-sort-by,nu-cli,0.14.0
table,nu-cli,0.14.0
tags,nu-cli,0.14.0
to,nu-cli,0.14.0
to bson,nu-cli,0.14.0
to csv,nu-cli,0.14.0
to db,nu-cli,0.14.0
to html,nu-cli,0.14.0
to json,nu-cli,0.14.0
to md,nu-cli,0.14.0
to sqlite,nu-cli,0.14.0
to toml,nu-cli,0.14.0
to tsv,nu-cli,0.14.0
to url,nu-cli,0.14.0
to yaml,nu-cli,0.14.0
touch,nu-cli,0.14.0
trim,nu-cli,0.14.0
uniq,nu-cli,0.14.0
update,nu-cli,0.14.0
version,nu-cli,0.14.0
where,nu-cli,0.14.0
which,nu-cli,0.14.0
with-env,nu-cli,0.14.0
wrap,nu-cli,0.14.0
alias,nu-cli,0.15.0
append,nu-cli,0.15.0
autoview,nu-cli,0.15.0
average,nu-cli,0.15.0
build-string,nu-cli,0.15.0
cal,nu-cli,0.15.0
calc,nu-cli,0.15.0
cd,nu-cli,0.15.0
clear,nu-cli,0.15.0
clip,nu-cli,0.15.0
compact,nu-cli,0.15.0
config,nu-cli,0.15.0
count,nu-cli,0.15.0
cp,nu-cli,0.15.0
date,nu-cli,0.15.0
debug,nu-cli,0.15.0
default,nu-cli,0.15.0
describe,nu-cli,0.15.0
drop,nu-cli,0.15.0
each,nu-cli,0.15.0
echo,nu-cli,0.15.0
empty?,nu-cli,0.15.0
enter,nu-cli,0.15.0
evaluate-by,nu-cli,0.15.0
exit,nu-cli,0.15.0
filesystem,nu-cli,0.15.0
first,nu-cli,0.15.0
format,nu-cli,0.15.0
from,nu-cli,0.15.0
from bson,nu-cli,0.15.0
from csv,nu-cli,0.15.0
from db,nu-cli,0.15.0
from eml,nu-cli,0.15.0
from ics,nu-cli,0.15.0
from ini,nu-cli,0.15.0
from json,nu-cli,0.15.0
from ods,nu-cli,0.15.0
from sqlite,nu-cli,0.15.0
from toml,nu-cli,0.15.0
from tsv,nu-cli,0.15.0
from url,nu-cli,0.15.0
from vcf,nu-cli,0.15.0
from xlsx,nu-cli,0.15.0
from xml,nu-cli,0.15.0
from yaml,nu-cli,0.15.0
from yml,nu-cli,0.15.0
get,nu-cli,0.15.0
group-by,nu-cli,0.15.0
group-by date,nu-cli,0.15.0
headers,nu-cli,0.15.0
help,nu-cli,0.15.0
histogram,nu-cli,0.15.0
history,nu-cli,0.15.0
insert,nu-cli,0.15.0
keep,nu-cli,0.15.0
keep-until,nu-cli,0.15.0
keep-while,nu-cli,0.15.0
kill,nu-cli,0.15.0
last,nu-cli,0.15.0
lines,nu-cli,0.15.0
ls,nu-cli,0.15.0
map-max-by,nu-cli,0.15.0
merge,nu-cli,0.15.0
mkdir,nu-cli,0.15.0
mv,nu-cli,0.15.0
n,nu-cli,0.15.0
nth,nu-cli,0.15.0
open,nu-cli,0.15.0
p,nu-cli,0.15.0
parse,nu-cli,0.15.0
pivot,nu-cli,0.15.0
prepend,nu-cli,0.15.0
pwd,nu-cli,0.15.0
range,nu-cli,0.15.0
reduce-by,nu-cli,0.15.0
reject,nu-cli,0.15.0
rename,nu-cli,0.15.0
reverse,nu-cli,0.15.0
rm,nu-cli,0.15.0
run_external,nu-cli,0.15.0
save,nu-cli,0.15.0
select,nu-cli,0.15.0
shells,nu-cli,0.15.0
shuffle,nu-cli,0.15.0
size,nu-cli,0.15.0
skip,nu-cli,0.15.0
skip-until,nu-cli,0.15.0
skip-while,nu-cli,0.15.0
sort-by,nu-cli,0.15.0
split,nu-cli,0.15.0
split column,nu-cli,0.15.0
split row,nu-cli,0.15.0
split-by,nu-cli,0.15.0
str,nu-cli,0.15.0
str capitalize,nu-cli,0.15.0
str downcase,nu-cli,0.15.0
str find-replace,nu-cli,0.15.0
str set,nu-cli,0.15.0
str substring,nu-cli,0.15.0
str to-datetime,nu-cli,0.15.0
str to-decimal,nu-cli,0.15.0
str to-int,nu-cli,0.15.0
str trim,nu-cli,0.15.0
str upcase,nu-cli,0.15.0
sum,nu-cli,0.15.0
t-sort-by,nu-cli,0.15.0
table,nu-cli,0.15.0
tags,nu-cli,0.15.0
to,nu-cli,0.15.0
to bson,nu-cli,0.15.0
to csv,nu-cli,0.15.0
to db,nu-cli,0.15.0
to html,nu-cli,0.15.0
to json,nu-cli,0.15.0
to md,nu-cli,0.15.0
to sqlite,nu-cli,0.15.0
to toml,nu-cli,0.15.0
to tsv,nu-cli,0.15.0
to url,nu-cli,0.15.0
to yaml,nu-cli,0.15.0
touch,nu-cli,0.15.0
trim,nu-cli,0.15.0
uniq,nu-cli,0.15.0
update,nu-cli,0.15.0
version,nu-cli,0.15.0
where,nu-cli,0.15.0
which,nu-cli,0.15.0
with-env,nu-cli,0.15.0
wrap,nu-cli,0.15.0
alias,nu-cli,0.15.1
append,nu-cli,0.15.1
autoview,nu-cli,0.15.1
build-string,nu-cli,0.15.1
cal,nu-cli,0.15.1
calc,nu-cli,0.15.1
cd,nu-cli,0.15.1
clear,nu-cli,0.15.1
clip,nu-cli,0.15.1
compact,nu-cli,0.15.1
config,nu-cli,0.15.1
count,nu-cli,0.15.1
cp,nu-cli,0.15.1
date,nu-cli,0.15.1
debug,nu-cli,0.15.1
default,nu-cli,0.15.1
describe,nu-cli,0.15.1
drop,nu-cli,0.15.1
each,nu-cli,0.15.1
echo,nu-cli,0.15.1
empty?,nu-cli,0.15.1
enter,nu-cli,0.15.1
evaluate-by,nu-cli,0.15.1
every,nu-cli,0.15.1
exit,nu-cli,0.15.1
filesystem,nu-cli,0.15.1
first,nu-cli,0.15.1
format,nu-cli,0.15.1
from,nu-cli,0.15.1
from bson,nu-cli,0.15.1
from csv,nu-cli,0.15.1
from db,nu-cli,0.15.1
from eml,nu-cli,0.15.1
from ics,nu-cli,0.15.1
from ini,nu-cli,0.15.1
from json,nu-cli,0.15.1
from ods,nu-cli,0.15.1
from sqlite,nu-cli,0.15.1
from toml,nu-cli,0.15.1
from tsv,nu-cli,0.15.1
from url,nu-cli,0.15.1
from vcf,nu-cli,0.15.1
from xlsx,nu-cli,0.15.1
from xml,nu-cli,0.15.1
from yaml,nu-cli,0.15.1
from yml,nu-cli,0.15.1
get,nu-cli,0.15.1
group-by,nu-cli,0.15.1
group-by date,nu-cli,0.15.1
headers,nu-cli,0.15.1
help,nu-cli,0.15.1
histogram,nu-cli,0.15.1
history,nu-cli,0.15.1
insert,nu-cli,0.15.1
keep,nu-cli,0.15.1
keep-until,nu-cli,0.15.1
keep-while,nu-cli,0.15.1
kill,nu-cli,0.15.1
last,nu-cli,0.15.1
lines,nu-cli,0.15.1
ls,nu-cli,0.15.1
map-max-by,nu-cli,0.15.1
math,nu-cli,0.15.1
math avg,nu-cli,0.15.1
math max,nu-cli,0.15.1
math median,nu-cli,0.15.1
math min,nu-cli,0.15.1
math mode,nu-cli,0.15.1
math sum,nu-cli,0.15.1
merge,nu-cli,0.15.1
mkdir,nu-cli,0.15.1
mv,nu-cli,0.15.1
n,nu-cli,0.15.1
nth,nu-cli,0.15.1
open,nu-cli,0.15.1
p,nu-cli,0.15.1
parse,nu-cli,0.15.1
pivot,nu-cli,0.15.1
prepend,nu-cli,0.15.1
pwd,nu-cli,0.15.1
random,nu-cli,0.15.1
random uuid,nu-cli,0.15.1
range,nu-cli,0.15.1
reduce-by,nu-cli,0.15.1
reject,nu-cli,0.15.1
rename,nu-cli,0.15.1
reverse,nu-cli,0.15.1
rm,nu-cli,0.15.1
run_external,nu-cli,0.15.1
save,nu-cli,0.15.1
select,nu-cli,0.15.1
shells,nu-cli,0.15.1
shuffle,nu-cli,0.15.1
size,nu-cli,0.15.1
skip,nu-cli,0.15.1
skip-until,nu-cli,0.15.1
skip-while,nu-cli,0.15.1
sort-by,nu-cli,0.15.1
split,nu-cli,0.15.1
split column,nu-cli,0.15.1
split row,nu-cli,0.15.1
split-by,nu-cli,0.15.1
str,nu-cli,0.15.1
str capitalize,nu-cli,0.15.1
str downcase,nu-cli,0.15.1
str find-replace,nu-cli,0.15.1
str set,nu-cli,0.15.1
str substring,nu-cli,0.15.1
str to-datetime,nu-cli,0.15.1
str to-decimal,nu-cli,0.15.1
str to-int,nu-cli,0.15.1
str trim,nu-cli,0.15.1
str upcase,nu-cli,0.15.1
t-sort-by,nu-cli,0.15.1
table,nu-cli,0.15.1
tags,nu-cli,0.15.1
to,nu-cli,0.15.1
to bson,nu-cli,0.15.1
to csv,nu-cli,0.15.1
to db,nu-cli,0.15.1
to html,nu-cli,0.15.1
to json,nu-cli,0.15.1
to md,nu-cli,0.15.1
to sqlite,nu-cli,0.15.1
to toml,nu-cli,0.15.1
to tsv,nu-cli,0.15.1
to url,nu-cli,0.15.1
to yaml,nu-cli,0.15.1
touch,nu-cli,0.15.1
trim,nu-cli,0.15.1
uniq,nu-cli,0.15.1
update,nu-cli,0.15.1
version,nu-cli,0.15.1
where,nu-cli,0.15.1
which,nu-cli,0.15.1
with-env,nu-cli,0.15.1
wrap,nu-cli,0.15.1
alias,nu-cli,0.16.0
ansi,nu-cli,0.16.0
append,nu-cli,0.16.0
autoview,nu-cli,0.16.0
build-string,nu-cli,0.16.0
cal,nu-cli,0.16.0
calc,nu-cli,0.16.0
cd,nu-cli,0.16.0
char,nu-cli,0.16.0
clear,nu-cli,0.16.0
clip,nu-cli,0.16.0
compact,nu-cli,0.16.0
config,nu-cli,0.16.0
count,nu-cli,0.16.0
cp,nu-cli,0.16.0
date,nu-cli,0.16.0
debug,nu-cli,0.16.0
default,nu-cli,0.16.0
describe,nu-cli,0.16.0
do,nu-cli,0.16.0
drop,nu-cli,0.16.0
each,nu-cli,0.16.0
echo,nu-cli,0.16.0
empty?,nu-cli,0.16.0
enter,nu-cli,0.16.0
evaluate-by,nu-cli,0.16.0
every,nu-cli,0.16.0
exit,nu-cli,0.16.0
filesystem,nu-cli,0.16.0
first,nu-cli,0.16.0
format,nu-cli,0.16.0
from,nu-cli,0.16.0
from bson,nu-cli,0.16.0
from csv,nu-cli,0.16.0
from db,nu-cli,0.16.0
from eml,nu-cli,0.16.0
from ics,nu-cli,0.16.0
from ini,nu-cli,0.16.0
from json,nu-cli,0.16.0
from ods,nu-cli,0.16.0
from sqlite,nu-cli,0.16.0
from toml,nu-cli,0.16.0
from tsv,nu-cli,0.16.0
from url,nu-cli,0.16.0
from vcf,nu-cli,0.16.0
from xlsx,nu-cli,0.16.0
from xml,nu-cli,0.16.0
from yaml,nu-cli,0.16.0
from yml,nu-cli,0.16.0
get,nu-cli,0.16.0
group-by,nu-cli,0.16.0
group-by date,nu-cli,0.16.0
headers,nu-cli,0.16.0
help,nu-cli,0.16.0
histogram,nu-cli,0.16.0
history,nu-cli,0.16.0
insert,nu-cli,0.16.0
keep,nu-cli,0.16.0
keep-until,nu-cli,0.16.0
keep-while,nu-cli,0.16.0
kill,nu-cli,0.16.0
last,nu-cli,0.16.0
lines,nu-cli,0.16.0
ls,nu-cli,0.16.0
map-max-by,nu-cli,0.16.0
math,nu-cli,0.16.0
math avg,nu-cli,0.16.0
math max,nu-cli,0.16.0
math median,nu-cli,0.16.0
math min,nu-cli,0.16.0
math mode,nu-cli,0.16.0
math sum,nu-cli,0.16.0
merge,nu-cli,0.16.0
mkdir,nu-cli,0.16.0
mv,nu-cli,0.16.0
n,nu-cli,0.16.0
nth,nu-cli,0.16.0
open,nu-cli,0.16.0
p,nu-cli,0.16.0
parse,nu-cli,0.16.0
pivot,nu-cli,0.16.0
prepend,nu-cli,0.16.0
pwd,nu-cli,0.16.0
random,nu-cli,0.16.0
random bool,nu-cli,0.16.0
random dice,nu-cli,0.16.0
random uuid,nu-cli,0.16.0
range,nu-cli,0.16.0
reduce-by,nu-cli,0.16.0
reject,nu-cli,0.16.0
rename,nu-cli,0.16.0
reverse,nu-cli,0.16.0
rm,nu-cli,0.16.0
run_external,nu-cli,0.16.0
save,nu-cli,0.16.0
select,nu-cli,0.16.0
shells,nu-cli,0.16.0
shuffle,nu-cli,0.16.0
size,nu-cli,0.16.0
skip,nu-cli,0.16.0
skip-until,nu-cli,0.16.0
skip-while,nu-cli,0.16.0
sort-by,nu-cli,0.16.0
split,nu-cli,0.16.0
split column,nu-cli,0.16.0
split row,nu-cli,0.16.0
split-by,nu-cli,0.16.0
str,nu-cli,0.16.0
str capitalize,nu-cli,0.16.0
str collect,nu-cli,0.16.0
str downcase,nu-cli,0.16.0
str find-replace,nu-cli,0.16.0
str set,nu-cli,0.16.0
str substring,nu-cli,0.16.0
str to-datetime,nu-cli,0.16.0
str to-decimal,nu-cli,0.16.0
str to-int,nu-cli,0.16.0
str trim,nu-cli,0.16.0
str upcase,nu-cli,0.16.0
t-sort-by,nu-cli,0.16.0
table,nu-cli,0.16.0
tags,nu-cli,0.16.0
to,nu-cli,0.16.0
to bson,nu-cli,0.16.0
to csv,nu-cli,0.16.0
to db,nu-cli,0.16.0
to html,nu-cli,0.16.0
to json,nu-cli,0.16.0
to md,nu-cli,0.16.0
to sqlite,nu-cli,0.16.0
to toml,nu-cli,0.16.0
to tsv,nu-cli,0.16.0
to url,nu-cli,0.16.0
to yaml,nu-cli,0.16.0
touch,nu-cli,0.16.0
trim,nu-cli,0.16.0
uniq,nu-cli,0.16.0
update,nu-cli,0.16.0
version,nu-cli,0.16.0
where,nu-cli,0.16.0
which,nu-cli,0.16.0
with-env,nu-cli,0.16.0
wrap,nu-cli,0.16.0
alias,nu-cli,0.17.0
ansi,nu-cli,0.17.0
append,nu-cli,0.17.0
autoenv,nu-cli,0.17.0
autoenv trust,nu-cli,0.17.0
autoenv untrust,nu-cli,0.17.0
autoview,nu-cli,0.17.0
benchmark,nu-cli,0.17.0
build-string,nu-cli,0.17.0
cal,nu-cli,0.17.0
cd,nu-cli,0.17.0
char,nu-cli,0.17.0
clear,nu-cli,0.17.0
clip,nu-cli,0.17.0
compact,nu-cli,0.17.0
config,nu-cli,0.17.0
config clear,nu-cli,0.17.0
config get,nu-cli,0.17.0
config load,nu-cli,0.17.0
config path,nu-cli,0.17.0
config remove,nu-cli,0.17.0
config set,nu-cli,0.17.0
config set_into,nu-cli,0.17.0
count,nu-cli,0.17.0
cp,nu-cli,0.17.0
date,nu-cli,0.17.0
debug,nu-cli,0.17.0
default,nu-cli,0.17.0
describe,nu-cli,0.17.0
do,nu-cli,0.17.0
drop,nu-cli,0.17.0
each,nu-cli,0.17.0
echo,nu-cli,0.17.0
empty?,nu-cli,0.17.0
enter,nu-cli,0.17.0
every,nu-cli,0.17.0
exit,nu-cli,0.17.0
filesystem,nu-cli,0.17.0
first,nu-cli,0.17.0
format,nu-cli,0.17.0
from,nu-cli,0.17.0
from csv,nu-cli,0.17.0
from eml,nu-cli,0.17.0
from ics,nu-cli,0.17.0
from ini,nu-cli,0.17.0
from json,nu-cli,0.17.0
from ods,nu-cli,0.17.0
from toml,nu-cli,0.17.0
from tsv,nu-cli,0.17.0
from url,nu-cli,0.17.0
from vcf,nu-cli,0.17.0
from xlsx,nu-cli,0.17.0
from xml,nu-cli,0.17.0
from yaml,nu-cli,0.17.0
from yml,nu-cli,0.17.0
get,nu-cli,0.17.0
group-by,nu-cli,0.17.0
group-by date,nu-cli,0.17.0
headers,nu-cli,0.17.0
help,nu-cli,0.17.0
histogram,nu-cli,0.17.0
history,nu-cli,0.17.0
if,nu-cli,0.17.0
insert,nu-cli,0.17.0
keep,nu-cli,0.17.0
keep until,nu-cli,0.17.0
keep while,nu-cli,0.17.0
kill,nu-cli,0.17.0
last,nu-cli,0.17.0
lines,nu-cli,0.17.0
ls,nu-cli,0.17.0
math,nu-cli,0.17.0
math avg,nu-cli,0.17.0
math eval,nu-cli,0.17.0
math max,nu-cli,0.17.0
math median,nu-cli,0.17.0
math min,nu-cli,0.17.0
math mode,nu-cli,0.17.0
math stddev,nu-cli,0.17.0
math sum,nu-cli,0.17.0
math variance,nu-cli,0.17.0
merge,nu-cli,0.17.0
mkdir,nu-cli,0.17.0
move,nu-cli,0.17.0
move column,nu-cli,0.17.0
mv,nu-cli,0.17.0
n,nu-cli,0.17.0
nth,nu-cli,0.17.0
open,nu-cli,0.17.0
p,nu-cli,0.17.0
parse,nu-cli,0.17.0
pivot,nu-cli,0.17.0
prepend,nu-cli,0.17.0
